dataset,modification,percentage,method,metric,value
Email EU,betweenness desc,0.8,Infomap,P*/P,0.12138728323699421
Email EU,betweenness desc,0.8,Infomap,Modularity,0.6336704132149107
Email EU,betweenness desc,0.8,Infomap,NMI,0.6628072761680011
Email EU,betweenness desc,0.8,Label Propagation,P,324.0
Email EU,betweenness desc,0.8,Label Propagation,P*/P,0.12962962962962962
Email EU,betweenness desc,0.8,Label Propagation,Modularity,0.5784693446490191
Email EU,betweenness desc,0.8,Label Propagation,NMI,0.5774070923311112
Email EU,betweenness desc,0.8,Louvain,P,323.0
Email EU,betweenness desc,0.8,Louvain,P*/P,0.13003095975232198
Email EU,betweenness desc,0.8,Louvain,Modularity,0.6588955117268404
Email EU,betweenness desc,0.8,Louvain,NMI,0.6195254836763665
Email EU,betweenness asc,0.9,Louvain-igraph,P,310.0
Email EU,betweenness asc,0.9,Louvain-igraph,P*/P,0.13548387096774195
Email EU,betweenness asc,0.9,Louvain-igraph,Modularity,0.5169525129053857
Email EU,betweenness asc,0.9,Louvain-igraph,NMI,0.47868126757018553
Email EU,betweenness asc,0.9,Fastgreedy,P,309.0
Email EU,betweenness asc,0.9,Fastgreedy,P*/P,0.13592233009708737
Email EU,betweenness asc,0.9,Fastgreedy,Modularity,0.5166853246666246
Email EU,betweenness asc,0.9,Fastgreedy,NMI,0.4752515155157618
Email EU,betweenness asc,0.9,Infomap,P,378.0
Email EU,betweenness asc,0.9,Infomap,P*/P,0.1111111111111111
Email EU,betweenness asc,0.9,Infomap,Modularity,0.4624344953182039
Email EU,betweenness asc,0.9,Infomap,NMI,0.5726662126417101
Email EU,betweenness asc,0.9,Label Propagation,P,303.0
Email EU,betweenness asc,0.9,Label Propagation,P*/P,0.13861386138613863
Email EU,betweenness asc,0.9,Label Propagation,Modularity,0.051799086835790376
Email EU,betweenness asc,0.9,Label Propagation,NMI,0.37680538005043324
Email EU,betweenness asc,0.9,Louvain,P,310.0
Email EU,betweenness asc,0.9,Louvain,P*/P,0.13548387096774195
Email EU,betweenness asc,0.9,Louvain,Modularity,0.5243317486618324
Email EU,betweenness asc,0.9,Louvain,NMI,0.4705793148540169
Email EU,betweenness desc,0.9,Louvain-igraph,P,395.0
Email EU,betweenness desc,0.9,Louvain-igraph,P*/P,0.10632911392405063
Email EU,betweenness desc,0.9,Louvain-igraph,Modularity,0.7214717502649617
Email EU,betweenness desc,0.9,Louvain-igraph,NMI,0.637406814538871
Email EU,betweenness desc,0.9,Fastgreedy,P,395.0
Email EU,betweenness desc,0.9,Fastgreedy,P*/P,0.10632911392405063
Email EU,betweenness desc,0.9,Fastgreedy,Modularity,0.7112715488282634
Email EU,betweenness desc,0.9,Fastgreedy,NMI,0.6273442255149222
Email EU,betweenness desc,0.9,Infomap,P,430.0
Email EU,betweenness desc,0.9,Infomap,P*/P,0.09767441860465116
Email EU,betweenness desc,0.9,Infomap,Modularity,0.68370198211078
Email EU,betweenness desc,0.9,Infomap,NMI,0.6528790541891236
Email EU,betweenness desc,0.9,Label Propagation,P,405.0
Email EU,betweenness desc,0.9,Label Propagation,P*/P,0.1037037037037037
Email EU,betweenness desc,0.9,Label Propagation,Modularity,0.6903677478238681
Email EU,betweenness desc,0.9,Label Propagation,NMI,0.6182558726935086
Email EU,betweenness desc,0.9,Louvain,P,395.0
Email EU,betweenness desc,0.9,Louvain,P*/P,0.10632911392405063
Email EU,betweenness desc,0.9,Louvain,Modularity,0.7060236233125998
Email EU,betweenness desc,0.9,Louvain,NMI,0.6309789245250303
